Match_Id,Match_Date,Team_Name_Id,Opponent_Team_Id,Season_Id,Venue_Name,Toss_Winner_Id,Toss_Decision,IS_Superover,IS_Result,Is_DuckWorthLewis,Win_Type,Won_By,Match_Winner_Id,Man_Of_The_Match_Id,City_Name,Host_Country
829778,22-08-2009,11,3,8,"Rajiv Gandhi International Stadium, Uppal",3,field,0,1,0,by runs,22,11,187,Hyderabad,India
829780,23-08-2009,4,7,8,"Punjab Cricket Association Stadium, Mohali",7,bat,0,1,0,by runs,23,7,383,Chandigarh,India
829782,24-08-2009,5,6,8,Brabourne Stadium,6,field,0,1,0,by runs,14,5,85,Mumbai,India
829784,25-08-2009,3,2,8,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by runs,24,3,21,Chennai,India
829786,26-08-2009,1,11,8,Eden Gardens,11,field,0,1,0,by runs,35,1,232,Kolkata,India
829788,27-08-2009,7,6,8,Wankhede Stadium,6,bat,0,1,0,by wickets,5,7,50,Mumbai,India
829790,28-08-2009,2,4,8,M Chinnaswamy Stadium,4,field,0,1,0,by runs,138,2,162,Bangalore,India
829792,29-08-2009,5,11,8,Brabourne Stadium,5,field,0,1,0,by runs,7,11,216,Mumbai,India
829794,30-08-2009,3,7,8,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by wickets,6,7,400,Chennai,India
829796,31-08-2009,1,4,8,Eden Gardens,4,bat,0,1,0,by wickets,1,1,334,Kolkata,India
829798,01-09-2009,6,11,8,Shaheed Veer Narayan Singh International Stadium,11,bat,0,1,0,by runs,6,11,163,Raipur,India
829800,02-09-2009,7,2,8,Wankhede Stadium,2,bat,0,1,0,by runs,39,2,110,Mumbai,India
829802,03-09-2009,3,5,8,"MA Chidambaram Stadium, Chepauk",3,bat,0,1,0,by runs,12,3,35,Chennai,India
829804,04-09-2009,11,4,8,"Rajiv Gandhi International Stadium, Uppal",11,bat,0,1,0,by runs,5,11,187,Hyderabad,India
829806,05-09-2009,6,3,8,Shaheed Veer Narayan Singh International Stadium,3,bat,0,1,0,by wickets,6,6,15,Raipur,India
829808,06-09-2009,4,2,8,"Punjab Cricket Association Stadium, Mohali",2,field,0,1,0,by runs,22,4,374,Chandigarh,India
829810,07-09-2009,7,1,8,Wankhede Stadium,1,field,0,1,0,by runs,5,7,400,Mumbai,India
829812,08-09-2009,11,2,8,"Rajiv Gandhi International Stadium, Uppal",11,bat,0,1,1,by wickets,6,2,8,Hyderabad,India
829814,09-09-2009,4,3,8,"Punjab Cricket Association Stadium, Mohali",4,bat,0,1,0,by wickets,7,3,322,Chandigarh,India
829816,10-09-2009,5,1,8,Brabourne Stadium,5,bat,0,1,0,by runs,9,5,32,Mumbai,India
829818,11-09-2009,2,6,8,M Chinnaswamy Stadium,2,field,0,0,0,No Result,NULL,NULL,,Bangalore,India
829820,12-09-2009,11,7,8,"Rajiv Gandhi International Stadium, Uppal",11,bat,0,1,0,by wickets,9,7,403,Hyderabad,India
829822,13-09-2009,3,7,8,Wankhede Stadium,7,bat,0,1,0,by runs,25,7,221,Mumbai,India
829824,14-09-2009,2,5,8,Maharashtra Cricket Association Stadium,2,bat,0,1,0,by runs,71,2,110,Pune,India
829826,15-09-2009,3,2,8,JSCA International Stadium Complex,3,field,0,1,0,by wickets,3,3,73,Ranchi,India
829828,16-09-2009,7,3,8,Eden Gardens,3,field,0,1,0,by runs,41,7,57,Kolkata,India
980906,17-09-2009,7,12,9,Wankhede Stadium,7,bat,0,1,0,by wickets,9,12,85,Mumbai,India
980908,18-09-2009,1,6,9,Eden Gardens,1,field,0,1,0,by wickets,9,1,334,Kolkata,India
980910,19-09-2009,4,13,9,"Punjab Cricket Association IS Bindra Stadium, Mohali",13,field,0,1,0,by wickets,5,13,254,Chandigarh,India
980912,20-09-2009,2,11,9,M Chinnaswamy Stadium,11,field,0,1,0,by runs,45,2,110,Bangalore,India
980914,21-09-2009,1,7,9,Eden Gardens,7,field,0,1,0,by wickets,6,7,57,Kolkata,India
980916,22-09-2009,13,12,9,Saurashtra Cricket Association Stadium,12,bat,0,1,0,by wickets,7,13,254,Rajkot,India
980918,23-09-2009,6,4,9,Feroz Shah Kotla,6,field,0,1,0,by wickets,8,6,136,Delhi,India
980920,24-09-2009,11,1,9,"Rajiv Gandhi International Stadium, Uppal",11,bat,0,1,0,by wickets,8,1,40,Hyderabad,India
980922,25-09-2009,7,13,9,Wankhede Stadium,13,field,0,1,0,by wickets,3,13,254,Mumbai,India
980924,26-09-2009,4,12,9,"Punjab Cricket Association IS Bindra Stadium, Mohali",12,bat,0,1,0,by wickets,6,4,345,Chandigarh,India
980926,27-09-2009,2,6,9,M Chinnaswamy Stadium,6,field,0,1,0,by wickets,7,6,355,Bangalore,India
980928,28-09-2009,11,7,9,"Rajiv Gandhi International Stadium, Uppal",11,field,0,1,0,by wickets,7,11,187,Hyderabad,India
980930,29-09-2009,4,1,9,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,field,0,1,0,by wickets,6,1,46,Chandigarh,India
980932,30-09-2009,7,2,9,Wankhede Stadium,7,field,0,1,0,by wickets,6,7,57,Mumbai,India
980934,01-10-2009,13,11,9,Saurashtra Cricket Association Stadium,11,field,0,1,0,by wickets,10,11,299,Rajkot,India
980936,02-10-2009,12,2,9,Maharashtra Cricket Association Stadium,12,field,0,1,0,by runs,13,2,110,Pune,India
980938,03-10-2009,6,7,9,Feroz Shah Kotla,7,field,0,1,0,by runs,10,6,351,Delhi,India
980940,04-10-2009,11,4,9,"Rajiv Gandhi International Stadium, Uppal",11,field,0,1,0,by wickets,5,11,460,Hyderabad,India
980942,05-10-2009,13,2,9,Saurashtra Cricket Association Stadium,2,bat,0,1,0,by wickets,6,13,8,Rajkot,India
980944,06-10-2009,12,1,9,Maharashtra Cricket Association Stadium,1,field,0,1,0,by wickets,2,1,308,Pune,India
980946,07-10-2009,4,7,9,"Punjab Cricket Association IS Bindra Stadium, Mohali",4,field,0,1,0,by runs,25,7,17,Chandigarh,India
980948,08-10-2009,11,12,9,"Rajiv Gandhi International Stadium, Uppal",12,field,0,1,1,by runs,34,12,106,Hyderabad,India
980950,09-10-2009,6,13,9,Feroz Shah Kotla,6,field,0,1,0,by runs,1,13,350,Delhi,India
980952,10-10-2009,7,1,9,Wankhede Stadium,7,field,0,1,0,by wickets,6,7,57,Mumbai,India
980954,11-10-2009,12,13,9,Maharashtra Cricket Association Stadium,13,field,0,1,0,by wickets,3,13,147,Pune,India
980956,12-10-2009,6,1,9,Feroz Shah Kotla,1,field,0,1,0,by runs,27,6,408,Delhi,India
980958,13-10-2009,11,2,9,"Rajiv Gandhi International Stadium, Uppal",2,field,0,1,0,by runs,15,11,187,Hyderabad,India
980960,14-10-2009,13,4,9,Saurashtra Cricket Association Stadium,13,field,0,1,0,by runs,23,4,374,Rajkot,India
980962,15-10-2009,12,7,9,Maharashtra Cricket Association Stadium,7,field,0,1,0,by wickets,8,7,57,Pune,India
980964,16-10-2009,2,1,9,M Chinnaswamy Stadium,1,field,0,1,0,by wickets,5,1,334,Bangalore,India
980966,17-10-2009,13,6,9,Saurashtra Cricket Association Stadium,6,field,0,1,0,by wickets,8,6,420,Rajkot,India
980968,18-10-2009,1,4,9,Eden Gardens,4,field,0,1,0,by runs,7,1,334,Kolkata,India
980970,19-10-2009,6,12,9,Feroz Shah Kotla,12,field,0,1,0,by wickets,7,12,85,Delhi,India
980972,20-10-2009,11,13,9,"Rajiv Gandhi International Stadium, Uppal",11,field,0,1,0,by wickets,5,11,299,Hyderabad,India
980974,21-10-2009,2,12,9,M Chinnaswamy Stadium,2,field,0,1,0,by wickets,7,2,8,Bangalore,India
980976,22-10-2009,4,6,9,"Punjab Cricket Association IS Bindra Stadium, Mohali",6,field,0,1,0,by runs,9,4,409,Chandigarh,India
980978,23-10-2009,7,11,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,7,field,0,1,0,by runs,85,11,73,Visakhapatnam,India
980980,24-10-2009,1,13,9,Eden Gardens,13,field,0,1,0,by wickets,5,13,14,Kolkata,India
980982,25-10-2009,4,2,9,"Punjab Cricket Association IS Bindra Stadium, Mohali",4,field,0,1,0,by runs,1,2,32,Chandigarh,India
980984,26-10-2009,12,11,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,11,bat,0,1,0,by runs,4,11,430,Visakhapatnam,India
980986,27-10-2009,2,7,9,M Chinnaswamy Stadium,7,field,0,1,0,by wickets,6,7,413,Bangalore,India
980988,28-10-2009,11,6,9,"Rajiv Gandhi International Stadium, Uppal",6,field,0,1,0,by wickets,7,6,350,Hyderabad,India
980990,29-10-2009,7,4,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,7,bat,0,1,0,by wickets,7,4,409,Visakhapatnam,India
980992,30-10-2009,2,13,9,M Chinnaswamy Stadium,13,field,0,1,0,by runs,144,2,110,Bangalore,India
980994,31-10-2009,1,12,9,Eden Gardens,12,bat,0,1,1,by wickets,8,1,31,Kolkata,India
980996,01-11-2009,4,11,9,"Punjab Cricket Association IS Bindra Stadium, Mohali",4,bat,0,1,0,by wickets,7,11,427,Chandigarh,India
980998,02-11-2009,7,6,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,6,field,0,1,0,by runs,80,7,413,Visakhapatnam,India
981000,03-11-2009,1,2,9,Eden Gardens,2,field,0,1,0,by wickets,9,2,8,Kolkata,India
981002,04-11-2009,12,6,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,12,field,0,1,1,by runs,19,12,106,Visakhapatnam,India
981004,05-11-2009,2,4,9,M Chinnaswamy Stadium,4,field,0,1,1,by runs,82,2,8,Bangalore,India
981006,06-11-2009,13,1,9,Green Park,13,field,0,1,0,by wickets,6,13,147,Kanpur,India
981008,07-11-2009,6,11,9,Shaheed Veer Narayan Singh International Stadium,6,field,0,1,0,by wickets,6,6,339,Raipur,India
981010,08-11-2009,12,4,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4,bat,0,1,0,by wickets,4,12,20,Visakhapatnam,India
981012,09-11-2009,13,7,9,Green Park,13,field,0,1,0,by wickets,6,13,21,Kanpur,India
981014,10-11-2009,1,11,9,Eden Gardens,11,field,0,1,0,by runs,22,1,31,Kolkata,India
981016,11-11-2009,6,2,9,Shaheed Veer Narayan Singh International Stadium,2,field,0,1,0,by wickets,6,2,8,Raipur,India
981018,12-11-2009,13,2,9,M Chinnaswamy Stadium,2,field,0,1,0,by wickets,4,2,110,Bangalore,India
981020,13-11-2009,11,1,9,Feroz Shah Kotla,1,field,0,1,0,by runs,22,11,163,Delhi,India
981022,14-11-2009,13,11,9,Feroz Shah Kotla,11,field,0,1,0,by wickets,4,11,187,Delhi,India
981024,15-11-2009,2,11,9,M Chinnaswamy Stadium,11,bat,0,1,0,by runs,8,11,385,Bangalore,India
